,Menu,Day,Promotion,Month,Total_Qty,Sales_Status,Year,Date
16133,Cinnamon Roll,Tuesday,No,8,14,Less Popular,2025,2025-08-12
16134,Iced Americano,Tuesday,No,8,44,Best Seller,2025,2025-08-12
16135,Cookies,Tuesday,Yes,8,21,Best Seller,2025,2025-08-12
16136,Tea Latte,Tuesday,Yes,8,7,Less Popular,2025,2025-08-12
16137,Vietnamese Coffee,Tuesday,Yes,8,17,Best Seller,2025,2025-08-12
16138,Tiramisu,Tuesday,Yes,8,11,Less Popular,2025,2025-08-12
16139,Chocolate,Tuesday,No,8,11,Less Popular,2025,2025-08-12
16140,Lemon Tea,Tuesday,No,8,20,Best Seller,2025,2025-08-12
16141,Vietnamese Coffee,Tuesday,No,8,15,Best Seller,2025,2025-08-12
16142,Espresso,Tuesday,Yes,8,11,Best Seller,2025,2025-08-12
16143,Pain au Chocolat,Wednesday,No,8,17,Less Popular,2025,2025-08-13
16144,Mocha,Wednesday,Yes,8,13,Less Popular,2025,2025-08-13
16145,Sandwich,Wednesday,No,8,14,Less Popular,2025,2025-08-13
16146,Affogato,Wednesday,No,8,5,Less Popular,2025,2025-08-13
16147,Red Velvet Latte,Wednesday,No,8,10,Less Popular,2025,2025-08-13
16148,Espresso,Wednesday,No,8,7,Less Popular,2025,2025-08-13
16149,Peach Tea,Wednesday,No,8,15,Best Seller,2025,2025-08-13
16150,Croissant,Wednesday,Yes,8,21,Best Seller,2025,2025-08-13
16151,Matcha Latte,Wednesday,Yes,8,13,Less Popular,2025,2025-08-13
16152,Toast,Wednesday,No,8,15,Less Popular,2025,2025-08-13
16153,Toast,Wednesday,No,8,13,Less Popular,2025,2025-08-13
16154,Macchiato,Wednesday,No,8,12,Less Popular,2025,2025-08-13
16155,Affogato,Wednesday,No,8,4,Less Popular,2025,2025-08-13
16156,Cheesecake,Wednesday,No,8,11,Less Popular,2025,2025-08-13
16157,Iced Latte,Wednesday,Yes,8,44,Best Seller,2025,2025-08-13
16158,Toast,Wednesday,No,8,15,Less Popular,2025,2025-08-13
16159,Macchiato,Wednesday,Yes,8,14,Best Seller,2025,2025-08-13
16160,Espresso,Wednesday,Yes,8,10,Best Seller,2025,2025-08-13
16161,Toast,Wednesday,Yes,8,20,Best Seller,2025,2025-08-13
16162,Flat White,Wednesday,No,8,9,Less Popular,2025,2025-08-13
16163,Lemon Tea,Wednesday,No,8,22,Best Seller,2025,2025-08-13
16164,Mineral Water,Wednesday,Yes,8,21,Best Seller,2025,2025-08-13
16165,Cappuccino,Wednesday,No,8,13,Less Popular,2025,2025-08-13
16166,Chocolate,Thursday,No,8,13,Less Popular,2025,2025-08-14
16167,Espresso,Thursday,No,8,7,Less Popular,2025,2025-08-14
16168,Muffin,Thursday,No,8,14,Less Popular,2025,2025-08-14
16169,Iced Americano,Thursday,No,8,43,Best Seller,2025,2025-08-14
16170,Latte,Thursday,No,8,14,Less Popular,2025,2025-08-14
16171,Flat White,Thursday,No,8,9,Less Popular,2025,2025-08-14
16172,Espresso,Thursday,No,8,7,Less Popular,2025,2025-08-14
16173,Toast,Thursday,No,8,15,Less Popular,2025,2025-08-14
16174,Cheesecake,Thursday,No,8,11,Less Popular,2025,2025-08-14
16175,Red Velvet Cake,Thursday,No,8,10,Less Popular,2025,2025-08-14
16176,Pain au Chocolat,Thursday,No,8,14,Less Popular,2025,2025-08-14
16177,Pain au Chocolat,Thursday,Yes,8,19,Best Seller,2025,2025-08-14
16178,Mineral Water,Thursday,No,8,13,Best Seller,2025,2025-08-14
16179,Cold Brew,Thursday,Yes,8,27,Best Seller,2025,2025-08-14
16180,Iced Latte,Thursday,No,8,31,Best Seller,2025,2025-08-14
16181,Vietnamese Coffee,Thursday,Yes,8,17,Best Seller,2025,2025-08-14
16182,Chocolate,Thursday,Yes,8,14,Less Popular,2025,2025-08-14
16183,Es Kopi Susu Gula Aren,Thursday,No,8,32,Best Seller,2025,2025-08-14
16184,Vietnamese Coffee,Thursday,No,8,15,Best Seller,2025,2025-08-14
16185,Taro Latte,Thursday,No,8,7,Less Popular,2025,2025-08-14
16186,Chicken Wings,Thursday,No,8,13,Less Popular,2025,2025-08-14
16187,Espresso,Thursday,No,8,7,Less Popular,2025,2025-08-14
16188,Red Velvet Latte,Thursday,No,8,10,Less Popular,2025,2025-08-14
16189,Taro Latte,Thursday,No,8,8,Less Popular,2025,2025-08-14
16190,Matcha Latte,Thursday,No,8,10,Less Popular,2025,2025-08-14
16191,Cookies,Thursday,No,8,16,Less Popular,2025,2025-08-14
16192,Mineral Water,Thursday,No,8,16,Best Seller,2025,2025-08-14
16193,Iced Latte,Thursday,Yes,8,31,Best Seller,2025,2025-08-14
16194,Cinnamon Roll,Thursday,Yes,8,15,Best Seller,2025,2025-08-14
16195,Cappuccino,Thursday,No,8,14,Less Popular,2025,2025-08-14
16196,Muffin,Thursday,Yes,8,13,Best Seller,2025,2025-08-14
16197,French Fries,Thursday,No,8,19,Less Popular,2025,2025-08-14
16198,Sandwich,Thursday,No,8,14,Less Popular,2025,2025-08-14
16199,Brownies,Thursday,No,8,14,Less Popular,2025,2025-08-14
16200,Chocolate,Thursday,No,8,12,Less Popular,2025,2025-08-14
16201,Red Velvet Latte,Thursday,No,8,10,Less Popular,2025,2025-08-14
16202,Croissant,Thursday,Yes,8,19,Best Seller,2025,2025-08-14
16203,Chocolate,Thursday,No,8,10,Less Popular,2025,2025-08-14
16204,Muffin,Friday,Yes,8,17,Best Seller,2025,2025-08-15
16205,Matcha Latte,Friday,No,8,15,Less Popular,2025,2025-08-15
16206,Latte,Friday,No,8,16,Less Popular,2025,2025-08-15
16207,Espresso,Friday,Yes,8,7,Less Popular,2025,2025-08-15
16208,Green Tea,Friday,No,8,19,Best Seller,2025,2025-08-15
16209,Burger,Friday,Yes,8,19,Best Seller,2025,2025-08-15
16210,Mineral Water,Friday,No,8,14,Best Seller,2025,2025-08-15
16211,Red Velvet Cake,Friday,No,8,14,Best Seller,2025,2025-08-15
16212,Matcha Latte,Friday,No,8,13,Less Popular,2025,2025-08-15
16213,Muffin,Friday,Yes,8,18,Best Seller,2025,2025-08-15
16214,Latte,Friday,No,8,17,Less Popular,2025,2025-08-15
16215,Vietnamese Coffee,Friday,No,8,15,Best Seller,2025,2025-08-15
16216,Americano,Friday,No,8,15,Less Popular,2025,2025-08-15
16217,Sandwich,Friday,Yes,8,17,Best Seller,2025,2025-08-15
16218,Cinnamon Roll,Friday,No,8,20,Less Popular,2025,2025-08-15
16219,Affogato,Friday,No,8,5,Less Popular,2025,2025-08-15
16220,Mocha,Friday,No,8,12,Less Popular,2025,2025-08-15
16221,Matcha Latte,Friday,Yes,8,16,Less Popular,2025,2025-08-15
16222,Cinnamon Roll,Friday,Yes,8,20,Best Seller,2025,2025-08-15
16223,Espresso,Friday,No,8,6,Less Popular,2025,2025-08-15
16224,Croissant,Friday,Yes,8,21,Best Seller,2025,2025-08-15
16225,Red Velvet Cake,Friday,No,8,12,Best Seller,2025,2025-08-15
16226,Muffin,Friday,No,8,15,Less Popular,2025,2025-08-15
16227,Vietnamese Coffee,Friday,No,8,16,Best Seller,2025,2025-08-15
16228,Mineral Water,Friday,No,8,18,Best Seller,2025,2025-08-15
16229,Latte,Friday,No,8,15,Less Popular,2025,2025-08-15
16230,Cookies,Saturday,Yes,8,23,Best Seller,2025,2025-08-16
16231,Cookies,Saturday,Yes,8,26,Best Seller,2025,2025-08-16
16232,Spaghetti,Saturday,Yes,8,19,Best Seller,2025,2025-08-16
16233,Iced Americano,Saturday,No,8,24,Less Popular,2025,2025-08-16
16234,Croissant,Saturday,No,8,26,Best Seller,2025,2025-08-16
16235,Macchiato,Saturday,Yes,8,8,Less Popular,2025,2025-08-16
16236,Toast,Saturday,No,8,24,Best Seller,2025,2025-08-16
16237,Taro Latte,Saturday,No,8,14,Less Popular,2025,2025-08-16
16238,Cookies,Saturday,Yes,8,26,Best Seller,2025,2025-08-16
16239,Chocolate,Saturday,Yes,8,19,Less Popular,2025,2025-08-16
16240,Espresso,Saturday,No,8,4,Less Popular,2025,2025-08-16
16241,Cheesecake,Saturday,Yes,8,19,Best Seller,2025,2025-08-16
16242,Cold Brew,Saturday,No,8,12,Less Popular,2025,2025-08-16
16243,Flat White,Saturday,No,8,9,Less Popular,2025,2025-08-16
16244,Affogato,Saturday,No,8,9,Less Popular,2025,2025-08-16
16245,Peach Tea,Saturday,Yes,8,37,Best Seller,2025,2025-08-16
16246,Pain au Chocolat,Saturday,No,8,23,Best Seller,2025,2025-08-16
16247,Cappuccino,Saturday,No,8,17,Less Popular,2025,2025-08-16
16248,Green Tea,Saturday,Yes,8,24,Best Seller,2025,2025-08-16
16249,Cold Brew,Saturday,No,8,13,Less Popular,2025,2025-08-16
16250,Lychee Tea,Sunday,No,8,46,Best Seller,2025,2025-08-17
16251,Espresso,Sunday,No,8,4,Less Popular,2025,2025-08-17
16252,Iced Latte,Sunday,Yes,8,33,Best Seller,2025,2025-08-17
16253,Espresso,Sunday,No,8,4,Less Popular,2025,2025-08-17
16254,Cookies,Sunday,No,8,19,Best Seller,2025,2025-08-17
16255,Flat White,Sunday,No,8,10,Less Popular,2025,2025-08-17
16256,Peach Tea,Sunday,No,8,34,Best Seller,2025,2025-08-17
16257,Sandwich,Sunday,Yes,8,20,Best Seller,2025,2025-08-17
16258,Espresso,Sunday,No,8,4,Less Popular,2025,2025-08-17
16259,Affogato,Sunday,No,8,8,Less Popular,2025,2025-08-17
16260,Espresso,Sunday,No,8,4,Less Popular,2025,2025-08-17
16261,Latte,Sunday,No,8,16,Less Popular,2025,2025-08-17
16262,Espresso,Sunday,Yes,8,4,Less Popular,2025,2025-08-17
16263,Croissant,Sunday,Yes,8,27,Best Seller,2025,2025-08-17
16264,Iced Latte,Sunday,No,8,30,Best Seller,2025,2025-08-17
16265,Sandwich,Sunday,Yes,8,21,Best Seller,2025,2025-08-17
16266,Es Kopi Susu Gula Aren,Sunday,No,8,44,Best Seller,2025,2025-08-17
16267,Chocolate,Sunday,No,8,19,Less Popular,2025,2025-08-17
16268,Iced Americano,Sunday,No,8,25,Less Popular,2025,2025-08-17
16269,Matcha Latte,Sunday,No,8,16,Less Popular,2025,2025-08-17
16270,Pain au Chocolat,Sunday,No,8,27,Best Seller,2025,2025-08-17
16271,Cappuccino,Sunday,Yes,8,16,Less Popular,2025,2025-08-17
16272,Burger,Sunday,No,8,20,Best Seller,2025,2025-08-17
16273,Chicken Wings,Sunday,No,8,24,Best Seller,2025,2025-08-17
16274,Tiramisu,Monday,No,8,11,Less Popular,2025,2025-08-18
16275,Muffin,Monday,No,8,13,Less Popular,2025,2025-08-18
16276,Taro Latte,Monday,No,8,8,Less Popular,2025,2025-08-18
16277,Tiramisu,Monday,No,8,10,Less Popular,2025,2025-08-18
16278,Muffin,Monday,No,8,15,Less Popular,2025,2025-08-18
16279,Lemon Tea,Monday,Yes,8,31,Best Seller,2025,2025-08-18
16280,Peach Tea,Monday,Yes,8,26,Best Seller,2025,2025-08-18
16281,Chicken Wings,Monday,No,8,16,Less Popular,2025,2025-08-18
16282,Lemon Tea,Monday,No,8,18,Best Seller,2025,2025-08-18
16283,Toast,Monday,No,8,16,Less Popular,2025,2025-08-18
16284,Burger,Monday,No,8,13,Less Popular,2025,2025-08-18
16285,Pain au Chocolat,Monday,Yes,8,16,Best Seller,2025,2025-08-18
16286,Cookies,Monday,Yes,8,22,Best Seller,2025,2025-08-18
16287,Lychee Tea,Monday,Yes,8,31,Best Seller,2025,2025-08-18
16288,Lemon Tea,Monday,Yes,8,25,Best Seller,2025,2025-08-18
16289,Cookies,Monday,No,8,15,Less Popular,2025,2025-08-18
16290,Muffin,Monday,No,8,13,Less Popular,2025,2025-08-18
16291,Lemon Tea,Monday,No,8,20,Best Seller,2025,2025-08-18
16292,Flat White,Monday,No,8,10,Less Popular,2025,2025-08-18
16293,Iced Latte,Monday,No,8,33,Best Seller,2025,2025-08-18
16294,Muffin,Monday,No,8,11,Less Popular,2025,2025-08-18
16295,Flat White,Monday,No,8,8,Less Popular,2025,2025-08-18
16296,Cookies,Monday,No,8,14,Less Popular,2025,2025-08-18
16297,Americano,Monday,No,8,15,Less Popular,2025,2025-08-18
16298,Cheesecake,Monday,No,8,10,Less Popular,2025,2025-08-18
16299,Red Velvet Cake,Tuesday,Yes,8,12,Less Popular,2025,2025-08-19
16300,Spaghetti,Tuesday,Yes,8,10,Less Popular,2025,2025-08-19
16301,Espresso,Tuesday,No,8,7,Less Popular,2025,2025-08-19
16302,Pain au Chocolat,Tuesday,Yes,8,17,Best Seller,2025,2025-08-19
16303,Brownies,Tuesday,No,8,15,Less Popular,2025,2025-08-19
16304,Muffin,Tuesday,No,8,12,Less Popular,2025,2025-08-19
16305,Spaghetti,Tuesday,Yes,8,13,Less Popular,2025,2025-08-19
16306,Mineral Water,Tuesday,No,8,14,Best Seller,2025,2025-08-19
16307,Sandwich,Tuesday,Yes,8,14,Best Seller,2025,2025-08-19
16308,Mocha,Tuesday,No,8,11,Less Popular,2025,2025-08-19
16309,Croissant,Tuesday,No,8,15,Less Popular,2025,2025-08-19
16310,Muffin,Tuesday,Yes,8,16,Best Seller,2025,2025-08-19
16311,Chocolate,Tuesday,Yes,8,16,Less Popular,2025,2025-08-19
16312,Lychee Tea,Tuesday,No,8,26,Best Seller,2025,2025-08-19
16313,Spaghetti,Tuesday,Yes,8,12,Less Popular,2025,2025-08-19
16314,Chicken Wings,Tuesday,No,8,15,Less Popular,2025,2025-08-19
16315,Iced Latte,Tuesday,No,8,29,Best Seller,2025,2025-08-19
16316,Red Velvet Latte,Tuesday,Yes,8,13,Less Popular,2025,2025-08-19
16317,Mineral Water,Tuesday,No,8,14,Best Seller,2025,2025-08-19
16318,Green Tea,Tuesday,No,8,15,Best Seller,2025,2025-08-19
16319,Iced Americano,Tuesday,No,8,37,Best Seller,2025,2025-08-19
16320,Red Velvet Cake,Tuesday,No,8,11,Less Popular,2025,2025-08-19
16321,Flat White,Tuesday,No,8,10,Less Popular,2025,2025-08-19
16322,Vietnamese Coffee,Tuesday,No,8,14,Best Seller,2025,2025-08-19
16323,Lychee Tea,Tuesday,No,8,22,Best Seller,2025,2025-08-19
16324,Lemon Tea,Tuesday,No,8,19,Best Seller,2025,2025-08-19
16325,Pain au Chocolat,Tuesday,No,8,15,Less Popular,2025,2025-08-19
16326,Croissant,Tuesday,No,8,15,Less Popular,2025,2025-08-19
16327,Red Velvet Cake,Tuesday,No,8,11,Less Popular,2025,2025-08-19
16328,Lemon Tea,Tuesday,Yes,8,26,Best Seller,2025,2025-08-19
16329,Mineral Water,Tuesday,No,8,12,Best Seller,2025,2025-08-19
16330,Vietnamese Coffee,Wednesday,No,8,17,Best Seller,2025,2025-08-20
16331,Muffin,Wednesday,Yes,8,15,Best Seller,2025,2025-08-20
16332,Vietnamese Coffee,Wednesday,No,8,16,Best Seller,2025,2025-08-20
16333,Chocolate,Wednesday,No,8,10,Less Popular,2025,2025-08-20
16334,Cappuccino,Wednesday,Yes,8,17,Less Popular,2025,2025-08-20
16335,Cookies,Wednesday,Yes,8,20,Best Seller,2025,2025-08-20
16336,Cold Brew,Wednesday,Yes,8,30,Best Seller,2025,2025-08-20
16337,Lychee Tea,Wednesday,No,8,26,Best Seller,2025,2025-08-20
16338,Tea Latte,Wednesday,No,8,6,Less Popular,2025,2025-08-20
16339,Green Tea,Wednesday,No,8,17,Best Seller,2025,2025-08-20
16340,Toast,Wednesday,No,8,15,Less Popular,2025,2025-08-20
16341,Lemon Tea,Wednesday,No,8,23,Best Seller,2025,2025-08-20
16342,Mineral Water,Wednesday,Yes,8,19,Best Seller,2025,2025-08-20
16343,Red Velvet Latte,Wednesday,No,8,11,Less Popular,2025,2025-08-20
16344,Green Tea,Wednesday,Yes,8,24,Best Seller,2025,2025-08-20
16345,Brownies,Wednesday,No,8,14,Less Popular,2025,2025-08-20
16346,Cinnamon Roll,Wednesday,No,8,13,Less Popular,2025,2025-08-20
16347,Brownies,Wednesday,No,8,11,Less Popular,2025,2025-08-20
16348,Burger,Wednesday,Yes,8,14,Best Seller,2025,2025-08-20
16349,Cookies,Wednesday,No,8,14,Less Popular,2025,2025-08-20
16350,Brownies,Wednesday,No,8,16,Less Popular,2025,2025-08-20
16351,Tiramisu,Wednesday,No,8,10,Less Popular,2025,2025-08-20
16352,Green Tea,Wednesday,Yes,8,18,Best Seller,2025,2025-08-20
16353,Mocha,Wednesday,Yes,8,12,Less Popular,2025,2025-08-20
16354,Affogato,Wednesday,Yes,8,6,Less Popular,2025,2025-08-20
16355,Tea Latte,Wednesday,Yes,8,7,Less Popular,2025,2025-08-20
16356,Red Velvet Cake,Wednesday,Yes,8,11,Less Popular,2025,2025-08-20
16357,Americano,Wednesday,No,8,12,Less Popular,2025,2025-08-20
16358,Es Kopi Susu Gula Aren,Wednesday,No,8,34,Best Seller,2025,2025-08-20
16359,Toast,Wednesday,No,8,13,Less Popular,2025,2025-08-20
16360,Cinnamon Roll,Wednesday,Yes,8,16,Best Seller,2025,2025-08-20
16361,Espresso,Wednesday,No,8,6,Less Popular,2025,2025-08-20
16362,Cheesecake,Thursday,No,8,10,Less Popular,2025,2025-08-21
16363,Iced Americano,Thursday,No,8,37,Best Seller,2025,2025-08-21
16364,Spaghetti,Thursday,No,8,12,Less Popular,2025,2025-08-21
16365,Green Tea,Thursday,Yes,8,26,Best Seller,2025,2025-08-21
16366,Red Velvet Latte,Thursday,No,8,10,Less Popular,2025,2025-08-21
16367,Vietnamese Coffee,Thursday,No,8,14,Best Seller,2025,2025-08-21
16368,Pain au Chocolat,Thursday,Yes,8,18,Best Seller,2025,2025-08-21
16369,Cappuccino,Thursday,No,8,13,Less Popular,2025,2025-08-21
16370,Brownies,Thursday,No,8,14,Less Popular,2025,2025-08-21
16371,Chicken Wings,Thursday,Yes,8,16,Best Seller,2025,2025-08-21
16372,Cookies,Thursday,Yes,8,20,Best Seller,2025,2025-08-21
16373,Red Velvet Cake,Thursday,No,8,10,Less Popular,2025,2025-08-21
16374,Affogato,Thursday,No,8,5,Less Popular,2025,2025-08-21
16375,Mineral Water,Thursday,No,8,14,Best Seller,2025,2025-08-21
16376,Iced Americano,Thursday,No,8,42,Best Seller,2025,2025-08-21
16377,Mocha,Thursday,No,8,13,Less Popular,2025,2025-08-21
16378,Flat White,Thursday,Yes,8,11,Less Popular,2025,2025-08-21
16379,Americano,Thursday,Yes,8,23,Best Seller,2025,2025-08-21
16380,Cinnamon Roll,Thursday,No,8,12,Less Popular,2025,2025-08-21
16381,Chicken Wings,Thursday,Yes,8,15,Best Seller,2025,2025-08-21
16382,Chicken Wings,Thursday,Yes,8,19,Best Seller,2025,2025-08-21
16383,Latte,Friday,Yes,8,17,Less Popular,2025,2025-08-22
16384,Donut,Friday,Yes,8,24,Best Seller,2025,2025-08-22
16385,Green Tea,Friday,No,8,16,Best Seller,2025,2025-08-22
16386,Cinnamon Roll,Friday,No,8,17,Less Popular,2025,2025-08-22
16387,Chicken Wings,Friday,Yes,8,20,Best Seller,2025,2025-08-22
16388,Matcha Latte,Friday,No,8,14,Less Popular,2025,2025-08-22
16389,Chicken Wings,Friday,No,8,20,Best Seller,2025,2025-08-22
16390,Red Velvet Latte,Friday,Yes,8,12,Less Popular,2025,2025-08-22
16391,Espresso,Friday,No,8,6,Less Popular,2025,2025-08-22
16392,Mineral Water,Friday,No,8,18,Best Seller,2025,2025-08-22
16393,Flat White,Friday,Yes,8,11,Less Popular,2025,2025-08-22
16394,Vietnamese Coffee,Friday,Yes,8,17,Best Seller,2025,2025-08-22
16395,Cookies,Friday,No,8,19,Less Popular,2025,2025-08-22
16396,Tiramisu,Friday,No,8,14,Best Seller,2025,2025-08-22
16397,Toast,Friday,No,8,18,Less Popular,2025,2025-08-22
16398,Mineral Water,Friday,No,8,16,Best Seller,2025,2025-08-22
16399,Green Tea,Friday,No,8,18,Best Seller,2025,2025-08-22
16400,Cold Brew,Friday,No,8,20,Best Seller,2025,2025-08-22
16401,Vietnamese Coffee,Friday,Yes,8,21,Best Seller,2025,2025-08-22
16402,Affogato,Friday,Yes,8,6,Less Popular,2025,2025-08-22
16403,Mocha,Friday,Yes,8,13,Less Popular,2025,2025-08-22
16404,Chocolate,Friday,Yes,8,21,Less Popular,2025,2025-08-22
16405,Muffin,Friday,No,8,16,Less Popular,2025,2025-08-22
16406,Cold Brew,Friday,No,8,20,Best Seller,2025,2025-08-22
16407,Cheesecake,Friday,Yes,8,12,Best Seller,2025,2025-08-22
16408,Chocolate,Friday,No,8,15,Less Popular,2025,2025-08-22
16409,Cheesecake,Friday,No,8,16,Best Seller,2025,2025-08-22
16410,Es Kopi Susu Gula Aren,Friday,No,8,29,Best Seller,2025,2025-08-22
16411,Lemon Tea,Friday,No,8,22,Best Seller,2025,2025-08-22
16412,Cookies,Saturday,No,8,22,Best Seller,2025,2025-08-23
16413,Tea Latte,Saturday,No,8,7,Less Popular,2025,2025-08-23
16414,Macchiato,Saturday,Yes,8,8,Less Popular,2025,2025-08-23
16415,Cappuccino,Saturday,Yes,8,17,Less Popular,2025,2025-08-23
16416,Affogato,Saturday,No,8,9,Less Popular,2025,2025-08-23
16417,Es Kopi Susu Gula Aren,Saturday,Yes,8,43,Best Seller,2025,2025-08-23
16418,Flat White,Saturday,No,8,11,Less Popular,2025,2025-08-23
16419,Muffin,Saturday,No,8,22,Best Seller,2025,2025-08-23
16420,Iced Latte,Saturday,Yes,8,32,Best Seller,2025,2025-08-23
16421,Red Velvet Latte,Saturday,Yes,8,17,Less Popular,2025,2025-08-23
16422,Cinnamon Roll,Saturday,Yes,8,24,Best Seller,2025,2025-08-23
16423,Taro Latte,Saturday,Yes,8,15,Less Popular,2025,2025-08-23
16424,Spaghetti,Saturday,Yes,8,18,Best Seller,2025,2025-08-23
16425,Cinnamon Roll,Saturday,No,8,21,Best Seller,2025,2025-08-23
16426,Green Tea,Saturday,Yes,8,29,Best Seller,2025,2025-08-23
16427,Lychee Tea,Saturday,Yes,8,41,Best Seller,2025,2025-08-23
16428,Taro Latte,Saturday,No,8,16,Less Popular,2025,2025-08-23
16429,Macchiato,Saturday,No,8,8,Less Popular,2025,2025-08-23
16430,Americano,Saturday,No,8,7,Less Popular,2025,2025-08-23
16431,Vietnamese Coffee,Saturday,No,8,17,Best Seller,2025,2025-08-23
16432,Americano,Sunday,Yes,8,10,Less Popular,2025,2025-08-24
16433,Americano,Sunday,Yes,8,10,Less Popular,2025,2025-08-24
16434,Chicken Wings,Sunday,No,8,27,Best Seller,2025,2025-08-24
16435,Taro Latte,Sunday,No,8,13,Less Popular,2025,2025-08-24
16436,Matcha Latte,Sunday,No,8,14,Less Popular,2025,2025-08-24
16437,Cold Brew,Sunday,No,8,14,Less Popular,2025,2025-08-24
16438,Latte,Sunday,No,8,16,Less Popular,2025,2025-08-24
16439,Brownies,Sunday,No,8,22,Best Seller,2025,2025-08-24
16440,Macchiato,Sunday,No,8,6,Less Popular,2025,2025-08-24
16441,Affogato,Sunday,No,8,8,Less Popular,2025,2025-08-24
16442,Donut,Sunday,No,8,28,Best Seller,2025,2025-08-24
16443,Es Kopi Susu Gula Aren,Sunday,No,8,38,Best Seller,2025,2025-08-24
16444,Muffin,Sunday,No,8,19,Best Seller,2025,2025-08-24
16445,Sandwich,Sunday,No,8,17,Best Seller,2025,2025-08-24
16446,Mocha,Sunday,Yes,8,14,Less Popular,2025,2025-08-24
16447,Donut,Sunday,Yes,8,29,Best Seller,2025,2025-08-24
16448,Flat White,Sunday,Yes,8,9,Less Popular,2025,2025-08-24
16449,Es Kopi Susu Gula Aren,Sunday,Yes,8,34,Best Seller,2025,2025-08-24
16450,Brownies,Sunday,Yes,8,25,Best Seller,2025,2025-08-24
16451,Cookies,Sunday,Yes,8,26,Best Seller,2025,2025-08-24
16452,Americano,Sunday,Yes,8,10,Less Popular,2025,2025-08-24
16453,Cold Brew,Sunday,No,8,15,Less Popular,2025,2025-08-24
16454,French Fries,Sunday,No,8,30,Best Seller,2025,2025-08-24
16455,French Fries,Sunday,Yes,8,30,Best Seller,2025,2025-08-24
16456,Red Velvet Latte,Monday,No,8,9,Less Popular,2025,2025-08-25
16457,Iced Latte,Monday,No,8,24,Best Seller,2025,2025-08-25
16458,Tea Latte,Monday,No,8,7,Less Popular,2025,2025-08-25
16459,Americano,Monday,Yes,8,20,Best Seller,2025,2025-08-25
16460,Vietnamese Coffee,Monday,No,8,12,Best Seller,2025,2025-08-25
16461,Cold Brew,Monday,No,8,22,Best Seller,2025,2025-08-25
16462,Affogato,Monday,No,8,5,Less Popular,2025,2025-08-25
16463,Red Velvet Latte,Monday,No,8,9,Less Popular,2025,2025-08-25
16464,Spaghetti,Monday,No,8,13,Less Popular,2025,2025-08-25
16465,Spaghetti,Monday,Yes,8,12,Less Popular,2025,2025-08-25
16466,Cookies,Monday,No,8,14,Less Popular,2025,2025-08-25
16467,Espresso,Monday,Yes,8,10,Best Seller,2025,2025-08-25
16468,Peach Tea,Monday,No,8,22,Best Seller,2025,2025-08-25
16469,Cappuccino,Monday,No,8,14,Less Popular,2025,2025-08-25
16470,Es Kopi Susu Gula Aren,Monday,No,8,29,Best Seller,2025,2025-08-25
16471,Cold Brew,Monday,No,8,22,Best Seller,2025,2025-08-25
16472,Es Kopi Susu Gula Aren,Monday,No,8,35,Best Seller,2025,2025-08-25
16473,Tiramisu,Monday,No,8,12,Less Popular,2025,2025-08-25
16474,Lemon Tea,Monday,No,8,21,Best Seller,2025,2025-08-25
16475,Lemon Tea,Monday,No,8,20,Best Seller,2025,2025-08-25
16476,Americano,Monday,No,8,13,Less Popular,2025,2025-08-25
16477,Cheesecake,Monday,Yes,8,12,Best Seller,2025,2025-08-25
16478,Lemon Tea,Monday,Yes,8,28,Best Seller,2025,2025-08-25
16479,Es Kopi Susu Gula Aren,Monday,No,8,38,Best Seller,2025,2025-08-25
16480,Spaghetti,Monday,Yes,8,12,Less Popular,2025,2025-08-25
16481,Lychee Tea,Monday,No,8,24,Best Seller,2025,2025-08-25
16482,Chicken Wings,Monday,Yes,8,16,Best Seller,2025,2025-08-25
16483,Toast,Monday,No,8,15,Less Popular,2025,2025-08-25
16484,Chicken Wings,Monday,No,8,17,Less Popular,2025,2025-08-25
16485,Americano,Monday,Yes,8,21,Best Seller,2025,2025-08-25
16486,Vietnamese Coffee,Monday,No,8,15,Best Seller,2025,2025-08-25
16487,Matcha Latte,Monday,Yes,8,16,Less Popular,2025,2025-08-25
16488,Pain au Chocolat,Tuesday,Yes,8,17,Best Seller,2025,2025-08-26
16489,Tea Latte,Tuesday,No,8,6,Less Popular,2025,2025-08-26
16490,Tiramisu,Tuesday,No,8,11,Less Popular,2025,2025-08-26
16491,Taro Latte,Tuesday,No,8,10,Less Popular,2025,2025-08-26
16492,Croissant,Tuesday,No,8,18,Less Popular,2025,2025-08-26
16493,Affogato,Tuesday,No,8,5,Less Popular,2025,2025-08-26
16494,Latte,Tuesday,Yes,8,16,Less Popular,2025,2025-08-26
16495,Sandwich,Tuesday,No,8,12,Less Popular,2025,2025-08-26
16496,Sandwich,Tuesday,No,8,11,Less Popular,2025,2025-08-26
16497,Green Tea,Tuesday,Yes,8,18,Best Seller,2025,2025-08-26
16498,Red Velvet Cake,Tuesday,No,8,11,Less Popular,2025,2025-08-26
16499,Red Velvet Latte,Tuesday,Yes,8,13,Less Popular,2025,2025-08-26
16500,Toast,Tuesday,No,8,16,Less Popular,2025,2025-08-26
16501,Macchiato,Tuesday,Yes,8,16,Best Seller,2025,2025-08-26
16502,Lychee Tea,Tuesday,Yes,8,27,Best Seller,2025,2025-08-26
16503,Macchiato,Tuesday,Yes,8,15,Best Seller,2025,2025-08-26
